8191
36		73		0.125
36		74		0.125
37		18		0.25
37		37		0.5
37		75		0.125
37		76		0.125
38		18		0.25
38		38		0.5
38		77		0.125
38		78		0.125
39		19		0.25
39		39		0.5
39		79		0.125
39		80		0.125
40		19		0.25
40		40		0.5
40		81		0.125
40		82		0.125
41		20		0.25
41		41		0.5
41		83		0.125
41		84		0.125
42		20		0.25
42		42		0.5
42		85		0.125
42		86		0.125
43		21		0.25
43		43		0.5
43		87		0.125
43		88		0.125
44		21		0.25
44		44		0.5
44		89		0.125
44		90		0.125
45		22		0.25
45		45		0.5
45		91		0.125
45		92		0.125
46		22		0.25
46		46		0.5
46		93		0.125
46		94		0.125
47		23		0.25
47		47		0.5
47		95		0.125
47		96		0.125
48		23		0.25
48		48		0.5
48		97		0.125
48		98		0.125
49		24		0.25
49		49		0.5
49		99		0.125
49		100		0.125
50		24		0.25
50		50		0.5
50		101		0.125
50		102		0.125
51		25		0.25
51		51		0.5
51		103		0.125
51		104		0.125
52		25		0.25
52		52		0.5
52		105		0.125
52		106		0.125
53		26		0.25
53		53		0.5
53		107		0.125
53		108		0.125
54		26		0.25
54		54		0.5
54		109		0.125
54		110		0.125
55		27		0.25
55		55		0.5
55		111		0.125
55		112		0.125
56		27		0.25
56		56		0.5
56		113		0.125
56		114		0.125
57		28		0.25
57		57		0.5
57		115		0.125
57		116		0.125
58		28		0.25
58		58		0.5
58		117		0.125
58		118		0.125
59		29		0.25
59		59		0.5
59		119		0.125
59		120		0.125
60		29		0.25
60		60		0.5
60		121		0.125
60		122		0.125
61		30		0.25
61		61		0.5
61		123		0.125
61		124		0.125
62		30		0.25
62		62		0.5
62		125		0.125
62		126		0.125
63		31		0.25
63		63		0.5
63		127		0.125
63		128		0.125
64		31		0.25
64		64		0.5
64		129		0.125
64		130		0.125
65		32		0.25
65		65		0.5
65		131		0.125
65		132		0.125
66		32		0.25
66		66		0.5
66		133		0.125
66		134		0.125
67		33		0.25
67		67		0.5
67		135		0.125
67		136		0.125
68		33		0.25
68		68		0.5
68		137		0.125
68		138		0.125
69		34		0.25
69		69		0.5
69		139		0.125
69		140		0.125
70		34		0.25
70		70		0.5
70		141		0.125
70		142		0.125
71		35		0.25
71		71		0.5
71		143		0.125
71		144		0.125
72		35		0.25
72		72		0.5
72		145		0.125
72		146		0.125
73		36		0.25
73		73		0.5
73		147		0.125
73		148		0.125
74		36		0.25
74		74		0.5
74		149		0.125
74		150		0.125
75		37		0.25
75		75		0.5
75		151		0.125
75		152		0.125
76		37		0.25
76		76		0.5
76		153		0.125
76		154		0.125
77		38		0.25
77		77		0.5
77		155		0.125
77		156		0.125
78		38		0.25
78		78		0.5
78		157		0.125
78		158		0.125
79		39		0.25
79		79		0.5
79		159		0.125
79		160		0.125
80		39		0.25
80		80		0.5
80		161		0.125
80		162		0.125
81		40		0.25
81		81		0.5
81		163		0.125
81		164		0.125
82		40		0.25
82		82		0.5
82		165		0.125
82		166		0.125
83		41		0.25
83		83		0.5
83		167		0.125
83		168		0.125
84		41		0.25
84		84		0.5
84		169		0.125
84		170		0.125
85		42		0.25
85		85		0.5
85		171		0.125
85		172		0.125
86		42		0.25
86		86		0.5
86		173		0.125
86		174		0.125
87		43		0.25
87		87		0.5
87		175		0.125
87		176		0.125
88		43		0.25
88		88		0.5
88		177		0.125
88		178		0.125
89		44		0.25
89		89		0.5
89		179		0.125
89		180		0.125
90		44		0.25
90		90		0.5
90		181		0.125
90		182		0.125
91		45		0.25
91		91		0.5
91		183		0.125
91		184		0.125
92		45		0.25
92		92		0.5
92		185		0.125
92		186		0.125
93		46		0.25
93		93		0.5
93		187		0.125
93		188		0.125
94		46		0.25
94		94		0.5
94		189		0.125
94		190		0.125
95		47		0.25
95		95		0.5
95		191		0.125
95		192		0.125
96		47		0.25
96		96		0.5
96		193		0.125
96		194		0.125
97		48		0.25
97		97		0.5
97		195		0.125
97		196		0.125
98		48		0.25
98		98		0.5
98		197		0.125
98		198		0.125
99		49		0.25
99		99		0.5
99		199		0.125
99		200		0.125
100		49		0.25
100		100		0.5
100		201		0.125
100		202		0.125
101		50		0.25
101		101		0.5
101		203		0.125
101		204		0.125
102		50		0.25
102		102		0.5
102		205		0.125
102		206		0.125
103		51		0.25
103		103		0.5
103		207		0.125
103		208		0.125
104		51		0.25
104		104		0.5
104		209		0.125
104		210		0.125
105		52		0.25
105		105		0.5
105		211		0.125
105		212		0.125
106		52		0.25
106		106		0.5
106		213		0.125
106		214		0.125
107		53		0.25
107		107		0.5
107		215		0.125
107		216		0.125
108		53		0.25
108		108		0.5
108		217		0.125
108		218		0.125
109		54		0.25
109		109		0.5
109		219		0.125
109		220		0.125
110		54		0.25
110		110		0.5
110		221		0.125
110		222		0.125
111		55		0.25
111		111		0.5
111		223		0.125
111		224		0.125
112		55		0.25
112		112		0.5
112		225		0.125
112		226		0.125
113		56		0.25
113		113		0.5
113		227		0.125
113		228		0.125
114		56		0.25
114		114		0.5
114		229		0.125
114		230		0.125
115		57		0.25
115		115		0.5
115		231		0.125
115		232		0.125
116		57		0.25
116		116		0.5
116		233		0.125
116		234		0.125
117		58		0.25
117		117		0.5
117		235		0.125
117		236		0.125
118		58		0.25
118		118		0.5
118		237		0.125
118		238		0.125
119		59		0.25
119		119		0.5
119		239		0.125
119		240		0.125
120		59		0.25
120		120		0.5
120		241		0.125
120		242		0.125
121		60		0.25
121		121		0.5
121		243		0.125
121		244		0.125
122		60		0.25
122		122		0.5
122		245		0.125
122		246		0.125
123		61		0.25
123		123		0.5
123		247		0.125
123		248		0.125
124		61		0.25
124		124		0.5
124		249		0.125
124		250		0.125
125		62		0.25
125		125		0.5
125		251		0.125
125		252		0.125
126		62		0.25
126		126		0.5
126		253		0.125
126		254		0.125
127		63		0.25
127		127		0.5
127		255		0.125
127		256		0.125
128		63		0.25
128		128		0.5
128		257		0.125
128		258		0.125
129		64		0.25
129		129		0.5
129		259		0.125
129		260		0.125
130		64		0.25
130		130		0.5
130		261		0.125
130		262		0.125
131		65		0.25
131		131		0.5
131		263		0.125
131		264		0.125
132		65		0.25
132		132		0.5
132		265		0.125
132		266		0.125
133		66		0.25
133		133		0.5
133		267		0.125
133		268		0.125
134		66		0.25
134		134		0.5
134		269		0.125
134		270		0.125
135		67		0.25
135		135		0.5
135		271		0.125
135		272		0.125
136		67		0.25
136		136		0.5
136		273		0.125
136		274		0.125
137		68		0.25
137		137		0.5
137		275		0.125
137		276		0.125
138		68		0.25
138		138		0.5
138		277		0.125
138		278		0.125
139		69		0.25
139		139		0.5
139		279		0.125
139		280		0.125
140		69		0.25
140		140		0.5
140		281		0.125
140		282		0.125
141		70		0.25
141		141		0.5
141		283		0.125
141		284		0.125
142		70		0.25
142		142		0.5
142		285		0.125
142		286		0.125
143		71		0.25
143		143		0.5
143		287		0.125
143		288		0.125
144		71		0.25
144		144		0.5
144		289		0.125
144		290		0.125
145		72		0.25
145		145		0.5
145		291		0.125
145		292		0.125
146		72		0.25
146		146		0.5
146		293		0.125
146		294		0.125
147		73		0.25
147		147		0.5
147		295		0.125
147		296		0.125
148		73		0.25
148		148		0.5
148		297		0.125
148		298		0.125
149		74		0.25
149		149		0.5
149		299		0.125
149		300		0.125
150		74		0.25
150		150		0.5
150		301		0.125
150		302		0.125
151		75		0.25
151		151		0.5
151		303		0.125
151		304		0.125
152		75		0.25
152		152		0.5
152		305		0.125
152		306		0.125
153		76		0.25
153		153		0.5
153		307		0.125
153		308		0.125
154		76		0.25
154		154		0.5
154		309		0.125
154		310		0.125
155		77		0.25
155		155		0.5
155		311		0.125
155		312		0.125
156		77		0.25
156		156		0.5
156		313		0.125
156		314		0.125
157		78		0.25
157		157		0.5
157		315		0.125
157		316		0.125
158		78		0.25
158		158		0.5
158		317		0.125
158		318		0.125
159		79		0.25
159		159		0.5
159		319		0.125
159		320		0.125
160		79		0.25
160		160		0.5
160		321		0.125
160		322		0.125
161		80		0.25
161		161		0.5
161		323		0.125
161		324		0.125
162		80		0.25
162		162		0.5
162		325		0.125
162		326		0.125
163		81		0.25
163		163		0.5
163		327		0.125
163		328		0.125
164		81		0.25
164		164		0.5
164		329		0.125
164		330		0.125
165		82		0.25
165		165		0.5
165		331		0.125
165		332		0.125
166		82		0.25
166		166		0.5
166		333		0.125
166		334		0.125
167		83		0.25
167		167		0.5
167		335		0.125
167		336		0.125
168		83		0.25
168		168		0.5
168		337		0.125
168		338		0.125
169		84		0.25
169		169		0.5
169		339		0.125
169		340		0.125
170		84		0.25
170		170		0.5
170		341		0.125
170		342		0.125
171		85		0.25
171		171		0.5
171		343		0.125
171		344		0.125
172		85		0.25
172		172		0.5
172		345		0.125
172		346		0.125
173		86		0.25
173		173		0.5
173		347		0.125
173		348		0.125
174		86		0.25
174		174		0.5
174		349		0.125
174		350		0.125
175		87		0.25
175		175		0.5
175		351		0.125
175		352		0.125
176		87		0.25
176		176		0.5
176		353		0.125
176		354		0.125
177		88		0.25
177		177		0.5
177		355		0.125
177		356		0.125
178		88		0.25
178		178		0.5
178		357		0.125
178		358		0.125
179		89		0.25
179		179		0.5
179		359		0.125
179		360		0.125
180		89		0.25
180		180		0.5
180		361		0.125
180		362		0.125
181		90		0.25
181		181		0.5
181		363		0.125
181		364		0.125
182		90		0.25
182		182		0.5
182		365		0.125
182		366		0.125
183		91		0.25
183		183		0.5
183		367		0.125
183		368		0.125
184		91		0.25
184		184		0.5
184		369		0.125
184		370		0.125
185		92		0.25
185		185		0.5
185		371		0.125
185		372		0.125
186		92		0.25
186		186		0.5
186		373		0.125
186		374		0.125
187		93		0.25
187		187		0.5
187		375		0.125
187		376		0.125
188		93		0.25
188		188		0.5
188		377		0.125
188		378		0.125
189		94		0.25
189		189		0.5
189		379		0.125
189		380		0.125
190		94		0.25
190		190		0.5
190		381		0.125
190		382		0.125
191		95		0.25
191		191		0.5
191		383		0.125
191		384		0.125
192		95		0.25
192		192		0.5
192		385		0.125
192		386		0.125
193		96		0.25
193		193		0.5
193		387		0.125
193		388		0.125
194		96		0.25
194		194		0.5
194		389		0.125
194		390		0.125
195		97		0.25
195		195		0.5
195		391		0.125
195		392		0.125
196		97		0.25
196		196		0.5
196		393		0.125
196		394		0.125
197		98		0.25
197		197		0.5
197		395		0.125
197		396		0.125
198		98		0.25
198		198		0.5
198		397		0.125
198		398		0.125
199		99		0.25
199		199		0.5
199		399		0.125
199		400		0.125
200		99		0.25
200		200		0.5
200		401		0.125
200		402		0.125
201		100		0.25
201		201		0.5
201		403		0.125
201		404		0.125
202		100		0.25
202		202		0.5
202		405		0.125
202		406		0.125
203		101		0.25
203		203		0.5
203		407		0.125
203		408		0.125
204		101		0.25
204		204		0.5
204		409		0.125
204		410		0.125
205		102		0.25
205		205		0.5
205		411		0.125
205		412		0.125
206		102		0.25
206		206		0.5
206		413		0.125
206		414		0.125
207		103		0.25
207		207		0.5
207		415		0.125
207		416		0.125
208		103		0.25
208		208		0.5
208		417		0.125
208		418		0.125
209		104		0.25
209		209		0.5
209		419		0.125
209		420		0.125
210		104		0.25
210		210		0.5
210		421		0.125
210		422		0.125
211		105		0.25
211		211		0.5
211		423		0.125
211		424		0.125
212		105		0.25
212		212		0.5
212		425		0.125
212		426		0.125
213		106		0.25
213		213		0.5
213		427		0.125
213		428		0.125
214		106		0.25
214		214		0.5
214		429		0.125
214		430		0.125
215		107		0.25
215		215		0.5
215		431		0.125
215		432		0.125
216		107		0.25
216		216		0.5
216		433		0.125
216		434		0.125
217		108		0.25
217		217		0.5
217		435		0.125
217		436		0.125
218		108		0.25
218		218		0.5
218		437		0.125
218		438		0.125
219		109		0.25
219		219		0.5
219		439		0.125
219		440		0.125
220		109		0.25
220		220		0.5
220		441		0.125
220		442		0.125
221		110		0.25
221		221		0.5
221		443		0.125
221		444		0.125
222		110		0.25
222		222		0.5
222		445		0.125
222		446		0.125
223		111		0.25
223		223		0.5
223		447		0.125
223		448		0.125
224		111		0.25
224		224		0.5
224		449		0.125
224		450		0.125
225		112		0.25
225		225		0.5
225		451		0.125
225		452		0.125
226		112		0.25
226		226		0.5
226		453		0.125
226		454		0.125
227		113		0.25
227		227		0.5
227		455		0.125
227		456		0.125
228		113		0.25
228		228		0.5
228		457		0.125
228		458		0.125
229		114		0.25
229		229		0.5
229		459		0.125
229		460		0.125
230		114		0.25
230		230		0.5
230		461		0.125
230		462		0.125
231		115		0.25
231		231		0.5
231		463		0.125
231		464		0.125
232		115		0.25
232		232		0.5
232		465		0.125
232		466		0.125
233		116		0.25
233		233		0.5
233		467		0.125
233		468		0.125
234		116		0.25
234		234		0.5
234		469		0.125
234		470		0.125
235		117		0.25
235		235		0.5
235		471		0.125
235		472		0.125
236		117		0.25
236		236		0.5
236		473		0.125
236		474		0.125
237		118		0.25
237		237		0.5
237		475		0.125
237		476		0.125
238		118		0.25
238		238		0.5
238		477		0.125
238		478		0.125
239		119		0.25
239		239		0.5
239		479		0.125
239		480		0.125
240		119		0.25
240		240		0.5
240		481		0.125
240		482		0.125
241		120		0.25
241		241		0.5
241		483		0.125
241		484		0.125
242		120		0.25
242		242		0.5
242		485		0.125
242		486		0.125
243		121		0.25
243		243		0.5
243		487		0.125
243		488		0.125
244		121		0.25
244		244		0.5
244		489		0.125
244		490		0.125
245		122		0.25
245		245		0.5
245		491		0.125
245		492		0.125
246		122		0.25
246		246		0.5
246		493		0.125
246		494		0.125
247		123		0.25
247		247		0.5
247		495		0.125
247		496		0.125
248		123		0.25
248		248		0.5
248		497		0.125
248		498		0.125
249		124		0.25
249		249		0.5
249		499		0.125
249		500		0.125
250		124		0.25
250		250		0.5
250		501		0.125
250		502		0.125
251		125		0.25
251		251		0.5
251		503		0.125
251		504		0.125
252		125		0.25
252		252		0.5
252		505		0.125
252		506		0.125
253		126		0.25
253		253		0.5
253		507		0.125
253		508		0.125
254		126		0.25
254		254		0.5
254		509		0.125
254		510		0.125
255		127		0.25
255		255		0.5
255		511		0.125
255		512		0.125
256		127		0.25
256		256		0.5
256		513		0.125
256		514		0.125
257		128		0.25
257		257		0.5
257		515		0.125
257		516		0.125
258		128		0.25
258		258		0.5
258		517		0.125
258		518		0.125
259		129		0.25
259		259		0.5
259		519		0.125
259		520		0.125
260		129		0.25
260		260		0.5
260		521		0.125
260		522		0.125
261		130		0.25
261		261		0.5
261		523		0.125
261		524		0.125
262		130		0.25
262		262		0.5
262		525		0.125
262		526		0.125
263		131		0.25
263		263		0.5
263		527		0.125
263		528		0.125
264		131		0.25
264		264		0.5
264		529		0.125
264		530		0.125
265		132		0.25
265		265		0.5
265		531		0.125
265		532		0.125
266		132		0.25
266		266		0.5
266		533		0.125
266		534		0.125
267		133		0.25
267		267		0.5
267		535		0.125
267		536		0.125
268		133		0.25
268		268		0.5
268		537		0.125
268		538		0.125
269		134		0.25
269		269		0.5
269		539		0.125
269		540		0.125
270		134		0.25
270		270		0.5
270		541		0.125
270		542		0.125
271		135		0.25
271		271		0.5
271		543		0.125
271		544		0.125
272		135		0.25
272		272		0.5
272		545		0.125
272		546		0.125
273		136		0.25
273		273		0.5
273		547		0.125
273		548		0.125
274		136		0.25
274		274		0.5
274		549		0.125
274		550		0.125
275		137		0.25
275		275		0.5
275		551		0.125
275		552		0.125
276		137		0.25
276		276		0.5
276		553		0.125
276		554		0.125
277		138		0.25
277		277		0.5
277		555		0.125
277		556		0.125
278		138		0.25
278		278		0.5
278		557		0.125
278		558		0.125
279		139		0.25
279		279		0.5
279		559		0.125
279		560		0.125
280		139		0.25
280		280		0.5
280		561		0.125
280		562		0.125
281		140		0.25
281		281		0.5
281		563		0.125
281		564		0.125
282		140		0.25
282		282		0.5
282		565		0.125
282		566		0.125
283		141		0.25
283		283		0.5
283		567		0.125
283		568		0.125
284		141		0.25
284		284		0.5
284		569		0.125
284		570		0.125
285		142		0.25
285		285		0.5
285		571		0.125
285		572		0.125
286		142		0.25
286		286		0.5
286		573		0.125
286		574		0.125
287		143		0.25
287		287		0.5
287		575		0.125
287		576		0.125
288		143		0.25
288		288		0.5
288		577		0.125
288		578		0.125
289		144		0.25
289		289		0.5
289		579		0.125
289		580		0.125
290		144		0.25
290		290		0.5
290		581		0.125
290		582		0.125
291		145		0.25
291		291		0.5
291		583		0.125
291		584		0.125
292		145		0.25
292		292		0.5
292		585		0.125
292		586		0.125
293		146		0.25
293		293		0.5
293		587		0.125
293		588		0.125
294		146		0.25
294		294		0.5
294		589		0.125
294		590		0.125
295		147		0.25
295		295		0.5
295		591		0.125
295		592		0.125
296		147		0.25
296		296		0.5
296		593		0.125
296		594		0.125
297		148		0.25
297		297		0.5
297		595		0.125
297		596		0.125
298		148		0.25
298		298		0.5
298		597		0.125
298		598		0.125
299		149		0.25
299		299		0.5
299		599		0.125
299		600		0.125
300		149		0.25
300		300		0.5
300		601		0.125
300		602		0.125
301		150		0.25
301		301		0.5
301		603		0.125
301		604		0.125
302		150		0.25
302		302		0.5
302		605		0.125
302		606		0.125
303		151		0.25
303		303		0.5
303		607		0.125
303		608		0.125
304		151		0.25
304		304		0.5
304		609		0.125
304		610		0.125
305		152		0.25
305		305		0.5
305		611		0.125
305		612		0.125
306		152		0.25
306		306		0.5
306		613		0.125
306		614		0.125
307		153		0.25
307		307		0.5
307		615		0.125
307		616		0.125
308		153		0.25
308		308		0.5
308		617		0.125
308		618		0.125
309		154		0.25
309		309		0.5
309		619		0.125
309		620		0.125
310		154		0.25
310		310		0.5
310		621		0.125
310		622		0.125
311		155		0.25
311		311		0.5
311		623		0.125
311		624		0.125
312		155		0.25
312		312		0.5
312		625		0.125
312		626		0.125
313		156		0.25
313		313		0.5
313		627		0.125
313		628		0.125
314		156		0.25
314		314		0.5
314		629		0.125
314		630		0.125
315		157		0.25
315		315		0.5
315		631		0.125
315		632		0.125
316		157		0.25
316		316		0.5
316		633		0.125
316		634		0.125
317		158		0.25
317		317		0.5
317		635		0.125
317		636		0.125
318		158		0.25
318		318		0.5
318		637		0.125
318		638		0.125
319		159		0.25
319		319		0.5
319		639		0.125
319		640		0.125
320		159		0.25
320		320		0.5
320		641		0.125
320		642		0.125
321		160		0.25
321		321		0.5
321		643		0.125
321		644		0.125
322		160		0.25
322		322		0.5
322		645		0.125
322		646		0.125
323		161		0.25
323		323		0.5
323		647		0.125
323		648		0.125
324		161		0.25
324		324		0.5
324		649		0.125
324		650		0.125
325		162		0.25
325		325		0.5
325		651		0.125
325		652		0.125
326		162		0.25
326		326		0.5
326		653		0.125
326		654		0.125
327		163		0.25
327		327		0.5
327		655		0.125
327		656		0.125
328		163		0.25
328		328		0.5
328		657		0.125
328		658		0.125
329		164		0.25
329		329		0.5
329		659		0.125
329		660		0.125
330		164		0.25
330		330		0.5
330		661		0.125
330		662		0.125
331		165		0.25
331		331		0.5
331		663		0.125
331		664		0.125
332		165		0.25
332		332		0.5
332		665		0.125
332		666		0.125
333		166		0.25
333		333		0.5
333		667		0.125
333		668		0.125
334		166		0.25
334		334		0.5
334		669		0.125
334		670		0.125
335		167		0.25
335		335		0.5
335		671		0.125
335		672		0.125
336		167		0.25
336		336		0.5
336		673		0.125
336		674		0.125
337		168		0.25
337		337		0.5
337		675		0.125
337		676		0.125
338		168		0.25
338		338		0.5
338		677		0.125
338		678		0.125
339		169		0.25
339		339		0.5
339		679		0.125
339		680		0.125
340		169		0.25
340		340		0.5
340		681		0.125
340		682		0.125
341		170		0.25
341		341		0.5
341		683		0.125
341		684		0.125
342		170		0.25
342		342		0.5
342		685		0.125
342		686		0.125
343		171		0.25
343		343		0.5
343		687		0.125
343		688		0.125
344		171		0.25
344		344		0.5
344		689		0.125
344		690		0.125
345		172		0.25
345		345		0.5
345		691		0.125
345		692		0.125
346		172		0.25
346		346		0.5
346		693		0.125
346		694		0.125
347		173		0.25
347		347		0.5
347		695		0.125
347		696		0.125
348		173		0.25
348		348		0.5
348		697		0.125
348		698		0.125
349		174		0.25
349		349		0.5
349		699		0.125
349		700		0.125
350		174		0.25
350		350		0.5
350		701		0.125
350		702		0.125
351		175		0.25
351		351		0.5
351		703		0.125
351		704		0.125
352		175		0.25
352		352		0.5
352		705		0.125
352		706		0.125
353		176		0.25
353		353		0.5
353		707		0.125
353		708		0.125
354		176		0.25
354		354		0.5
354		709		0.125
354		710		0.125
355		177		0.25
355		355		0.5
355		711		0.125
355		712		0.125
356		177		0.25
356		356		0.5
356		713		0.125
356		714		0.125
357		178		0.25
357		357		0.5
357		715		0.125
357		716		0.125
358		178		0.25
358		358		0.5
358		717		0.125
358		718		0.125
359		179		0.25
359		359		0.5
359		719		0.125
359		720		0.125
360		179		0.25
360		360		0.5
360		721		0.125
360		722		0.125
361		180		0.25
361		361		0.5
361		723		0.125
361		724		0.125
362		180		0.25
362		362		0.5
362		725		0.125
362		726		0.125
363		181		0.25
363		363		0.5
363		727		0.125
363		728		0.125
364		181		0.25
364		364		0.5
364		729		0.125
364		730		0.125
365		182		0.25
365		365		0.5
365		731		0.125
365		732		0.125
366		182		0.25
366		366		0.5
366		733		0.125
366		734		0.125
367		183		0.25
367		367		0.5
367		735		0.125
367		736		0.125
368		183		0.25
368		368		0.5
368		737		0.125
368		738		0.125
369		184		0.25
369		369		0.5
369		739		0.125
369		740		0.125
370		184		0.25
370		370		0.5
370		741		0.125
370		742		0.125
371		185		0.25
371		371		0.5
371		743		0.125
371		744		0.125
372		185		0.25
372		372		0.5
372		745		0.125
372		746		0.125
373		186		0.25
373		373		0.5
373		747		0.125
373		748		0.125
374		186		0.25
374		374		0.5
374		749		0.125
374		750		0.125
375		187		0.25
375		375		0.5
375		751		0.125
375		752		0.125
376		187		0.25
376		376		0.5
376		753		0.125
376		754		0.125
377		188		0.25
377		377		0.5
377		755		0.125
377		756		0.125
378		188		0.25
378		378		0.5
378		757		0.125
378		758		0.125
379		189		0.25
379		379		0.5
379		759		0.125
379		760		0.125
380		189		0.25
380		380		0.5
380		761		0.125
380		762		0.125
381		190		0.25
381		381		0.5
381		763		0.125
381		764		0.125
382		190		0.25
382		382		0.5
382		765		0.125
382		766		0.125
383		191		0.25
383		383		0.5
383		767		0.125
383		768		0.125
384		191		0.25
384		384		0.5
384		769		0.125
384		770		0.125
385		192		0.25
385		385		0.5
385		771		0.125
385		772		0.125
386		192		0.25
386		386		0.5
386		773		0.125
386		774		0.125
387		193		0.25
387		387		0.5
387		775		0.125
387		776		0.125
388		193		0.25
388		388		0.5
388		777		0.125
388		778		0.125
389		194		0.25
389		389		0.5
389		779		0.125
389		780		0.125
390		194		0.25
390		390		0.5
390		781		0.125
390		782		0.125
391		195		0.25
391		391		0.5
391		783		0.125
391		784		0.125
392		195		0.25
392		392		0.5
392		785		0.125
392		786		0.125
393		196		0.25
393		393		0.5
393		787		0.125
393		788		0.125
394		196		0.25
394		394		0.5
394		789		0.125
394		790		0.125
395		197		0.25
395		395		0.5
395		791		0.125
395		792		0.125
396		197		0.25
396		396		0.5
396		793		0.125
396		794		0.125
397		198		0.25
397		397		0.5
397		795		0.125
397		796		0.125
398		198		0.25
398		398		0.5
398		797		0.125
398		798		0.125
399		199		0.25
399		399		0.5
399		799		0.125
399		800		0.125
400		199		0.25
400		400		0.5
400		801		0.125
400		802		0.125
401		200		0.25
401		401		0.5
401		803		0.125
401		804		0.125
402		200		0.25
402		402		0.5
402		805		0.125
402		806		0.125
403		201		0.25
403		403		0.5
403		807		0.125
403		808		0.125
404		201		0.25
404		404		0.5
404		809		0.125
404		810		0.125
405		202		0.25
405		405		0.5
405		811		0.125
405		812		0.125
406		202		0.25
406		406		0.5
406		813		0.125
406		814		0.125
407		203		0.25
407		407		0.5
407		815		0.125
407		816		0.125
408		203		0.25
408		408		0.5
408		817		0.125
408		818		0.125
409		204		0.25
409		409		0.5
409		819		0.125
409		820		0.125
410		204		0.25
410		410		0.5
410		821		0.125
410		822		0.125
411		205		0.25
411		411		0.5
411		823		0.125
411		824		0.125
412		205		0.25
412		412		0.5
412		825		0.125
412		826		0.125
413		206		0.25
413		413		0.5
413		827		0.125
413		828		0.125
414		206		0.25
414		414		0.5
414		829		0.125
414		830		0.125
415		207		0.25
415		415		0.5
415		831		0.125
415		832		0.125
416		207		0.25
416		416		0.5
416		833		0.125
416		834		0.125
417		208		0.25
417		417		0.5
417		835		0.125
417		836		0.125
418		208		0.25
418		418		0.5
418		837		0.125
418		838		0.125
419		209		0.25
419		419		0.5
419		839		0.125
419		840		0.125
420		209		0.25
420		420		0.5
420		841		0.125
420		842		0.125
421		210		0.25
421		421		0.5
421		843		0.125
421		844		0.125
422		210		0.25
422		422		0.5
422		845		0.125
422		846		0.125
423		211		0.25
423		423		0.5
423		847		0.125
423		848		0.125
424		211		0.25
424		424		0.5
424		849		0.125
424		850		0.125
425		212		0.25
425		425		0.5
425		851		0.125
425		852		0.125
426		212		0.25
426		426		0.5
426		853		0.125
426		854		0.125
427		213		0.25
427		427		0.5
427		855		0.125
427		856		0.125
428		213		0.25
428		428		0.5
428		857		0.125
428		858		0.125
429		214		0.25
429		429		0.5
429		859		0.125
429		860		0.125
430		214		0.25
430		430		0.5
430		861		0.125
430		862		0.125
431		215		0.25
431		431		0.5
431		863		0.125
431		864		0.125
432		215		0.25
432		432		0.5
432		865		0.125
432		866		0.125
433		216		0.25
433		433		0.5
433		867		0.125
433		868		0.125
434		216		0.25
434		434		0.5
434		869		0.125
434		870		0.125
435		217		0.25
435		435		0.5
435		871		0.125
435		872		0.125
436		217		0.25
436		436		0.5
436		873		0.125
436		874		0.125
437		218		0.25
437		437		0.5
